Sample size,Time,Duplication overhead,Workload overhead
100,0.035880327224731445,1.36,1.2111553784860558
200,0.12255692481994629,1.2633333333333332,1.0125206011856445
300,0.46802234649658203,1.2477777777777774,1.1037284894837476
400,0.8638248443603516,1.1725,1.0484940741546156
500,1.5924351215362549,1.31,1.2796768825405629
600,2.11677622795105,1.641111111111111,0.19880172848015698
700,2.585624933242798,1.2614285714285713,1.1353023158135895
800,3.585021734237671,1.05,0.9990593425128531
900,6.369961261749268,1.097037037037037,0.6754376558637774
1000,7.95135498046875,1.27,1.1195549490920542
1100,7.586051940917969,1.2706060606060605,1.196509834316893
1200,10.072291374206543,1.4166666666666667,0.41646075296764956
1300,12.512261152267456,0.9561538461538461,0.9062781105333598
1400,12.808915853500366,1.0207142857142857,0.846699992755198
1500,16.527072191238403,1.262,1.0618996700336392
1600,18.526630878448486,1.329375,1.0353313405170939
1700,22.03537654876709,0.9252941176470588,0.9044931565662686
1800,22.25139355659485,0.9905555555555555,0.9554338141906622
1900,32.52735948562622,1.3057894736842106,0.9964283142507381
2000,33.259191274642944,0.988,0.9511821641767083
2100,33.40200471878052,1.2904761904761906,0.9520373334877021
2200,46.16607308387756,0.9890909090909091,0.8653497028801213
2300,39.553590297698975,1.0878260869565217,1.0204318748583088
2400,49.145366191864014,1.33,1.0254854564933003
2500,55.034929513931274,1.4236,0.7434883768490305
2600,44.37894916534424,1.0269230769230768,0.9387182496720484
2700,50.53202509880066,1.2122222222222223,0.8386822659261324
2800,63.73051929473877,1.2871428571428571,1.1018374057120752
2900,58.43000888824463,1.2855172413793103,0.8839415817675705
3000,75.62241816520691,1.3153333333333332,0.8614752067836887
3100,75.66393399238586,0.9119354838709678,0.9020152184232104
3200,89.73099493980408,1.02625,0.9728362253544092
3300,97.83002662658691,1.2878787878787878,0.9491771708361458
3400,87.58131575584412,1.0188235294117647,1.0066824069100473
3500,122.73849487304688,1.3177142857142856,1.0250450627495769
3600,91.85295128822327,1.0494444444444444,1.0153057609183456
3700,116.4322726726532,1.2881981981981983,1.0314106567586545
3800,127.16896748542786,1.058421052631579,1.0167799073128583
3900,139.70051097869873,0.9717948717948718,0.9578273010716132
4000,135.7029321193695,1.2815,0.9977364414317857
4100,159.26839447021484,1.018048780487805,0.9751781127835167
4200,160.37469601631165,1.289047619047619,0.9485909718378119
4300,149.38062405586243,1.0023255813953489,0.8938998992023162
4400,149.2830092906952,0.9563636363636364,0.9405229134081498
4500,154.67431569099426,0.9513333333333334,0.9099404485152235
4600,204.10058999061584,1.3371739130434783,1.0768399882428403
4700,196.46067810058594,1.0429787234042553,0.9586618234926831
4800,204.16805601119995,1.0741666666666667,1.0355123189913158
4900,198.83535385131836,0.9877551020408163,0.9819152620326121
5000,218.23459935188293,1.0436,1.0160510253990203
5100,222.93502736091614,0.9896078431372549,0.9237882232446986
5200,245.30382132530212,0.9948076923076923,0.9026315110638661
5300,294.9748809337616,1.320754716981132,1.0177574045209994
5400,271.6558611392975,0.9979629629629629,0.9708090682269492
5500,284.78049492836,1.0105454545454546,1.0034914098296615
5600,274.51732182502747,1.0044642857142858,0.9940950445760875
5700,298.8911850452423,1.063157894736842,0.9964216257036285
5800,337.44893288612366,1.2462068965517241,1.0056552076080008
5900,308.54565501213074,1.2535593220338983,0.9551587181453426
6000,321.03973865509033,0.9693333333333334,0.8879839188736455
6100,338.0042119026184,1.359672131147541,0.7521023080862
6200,348.96790766716003,1.4432258064516128,0.7038908605294092
6300,417.28472232818604,0.959047619047619,0.9459323981701003
6400,404.85188150405884,1.27078125,1.0127645763210609
6500,427.0520877838135,1.2504615384615385,0.9433199439629761
6600,431.7180800437927,0.9884848484848485,0.968362112539829
6700,392.296484708786,1.3113432835820895,0.9791559604053647
6800,422.0577268600464,0.9577941176470588,0.9469447944232036
6900,498.73363161087036,0.9984057971014493,0.9550248470565386
7000,459.9719157218933,0.932,0.9297627336489814
7100,502.70698523521423,1.29056338028169,1.0050345246186738
7200,504.0303556919098,0.9663888888888889,0.9417374473675426
7300,446.7743821144104,1.2684931506849315,1.0046190175440313
7400,515.483140707016,1.3232432432432433,0.9799767219574851
7500,500.6480507850647,0.9670666666666666,0.9011318252501878
7600,509.60930824279785,0.9775,0.975539289816614
7700,558.2952795028687,1.2501298701298702,0.9978599790309899
7800,542.9779512882233,0.9383333333333334,0.9376571874041111
7900,605.8406953811646,0.9470886075949367,0.9187356501911553
8000,580.6146273612976,0.995875,0.9346514819320737
8100,620.4218609333038,1.2939506172839506,0.949239545122853
8200,723.8996045589447,1.3246341463414635,1.011431167733229
8300,708.0286202430725,0.996867469879518,0.8814364983352313
8400,810.7340552806854,1.0188095238095238,0.8951232680899078
8500,697.6763913631439,1.3461176470588234,1.0088742692589892
8600,916.1172406673431,0.9866279069767442,0.9423053107076996
8700,721.8641526699066,0.9164367816091954,0.9065854790986538
8800,706.1139135360718,0.9680681818181818,0.9350013673257577
8900,793.8301980495453,1.3519101123595505,1.0083443078219296
9000,802.7005393505096,1.0026666666666666,0.965007103751347
9100,750.7801103591919,0.9621978021978022,0.9340089237048678
9200,852.0329260826111,0.9996739130434783,0.9276695532096197
9300,825.5372567176819,1.0019354838709678,0.9545539468189749
9400,811.8906061649323,0.9998936170212765,0.9373459354290193
9500,901.8988974094391,1.0522105263157895,0.9385331259260994
9600,965.2757611274719,1.2641666666666667,0.9778814759900274
9700,866.3187348842621,0.9470103092783505,0.9172113430269548
9800,936.0150957107544,1.0072448979591837,0.9342996687237879
9900,963.9198107719421,0.9718181818181818,0.9529590968329518
